;tweet;sentimen;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
2697;Pasangan AMIN ini memang Mantap dan paling Asik dalam Bercanda, apalagi kalau beradu gagasan.. #AMINAjaDulu  #AniesMuhaimin2024 https://t.co/HdOzroaZnM;1.0;pasangan allcaps amin allcaps ini memang mantap dan paling asik dalam bercanda apalagi kalau beradu gagasan repeated hashtag amin aja dulu hashtag hashtag anies muhaimin 2024 hashtag cohdozroaznm;['pasangan', 'allcaps', 'amin', 'allcaps', 'ini', 'memang', 'mantap', 'dan', 'paling', 'asik', 'dalam', 'bercanda', 'apalagi', 'kalau', 'beradu', 'gagasan', 'repeated', 'hashtag', 'amin', 'aja', 'dulu', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cohdozroaznm'];['pasangan', 'allcaps', 'semoga', 'allcaps', 'ini', 'memang', 'mantap', 'dan', 'paling', 'asyik', 'dalam', 'bercanda', 'apalagi', 'kalau', 'beradu', 'gagasan', 'repeated', 'hashtag', 'semoga', 'saja', 'dulu', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cohdozroaznm'];['pasangan', 'allcaps', 'semoga', 'allcaps', 'mantap', 'asyik', 'bercanda', 'beradu', 'gagasan', 'repeated', 'hashtag', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'cohdozroaznm'];pasangan allcaps semoga allcaps mantap asyik bercanda beradu gagasan repeated hashtag semoga hashtag hashtag anies muhaimin 2024 hashtag cohdozroaznm;pasang allcaps moga allcaps mantap asyik canda adu gagas repeated hashtag moga hashtag hashtag anies muhaimin 2024 hashtag cohdozroaznm
2698; Bapaknya Presiden RI Ke-9 Anaknya Gen-Z yg kemampuan literasinya gak kalah dg Abahnya. Insyaa Allah bikin kita sbg Rakyat Indonesia buangga buanget dgn keluarga Presiden Anies Baswedan dan semua hasil karyanya kelak! #AniesMuhaimin2024 #AniesMuhaimin2024;-1.0;bapaknya presiden ri ke number anaknya gen yg kemampuan literasinya gak kalah dg abahnya insyaa allah bikin kita sbg rakyat indonesia buangga buanget dgn keluarga presiden anies baswedan dan semua hasil karyanya kelak hashtag anies muhaimin 2024 hashtag hashtag anies muhaimin 2024 hashtag;['bapaknya', 'presiden', 'ri', 'ke', 'number', 'anaknya', 'gen', 'yg', 'kemampuan', 'literasinya', 'gak', 'kalah', 'dg', 'abahnya', 'insyaa', 'allah', 'bikin', 'kita', 'sbg', 'rakyat', 'indonesia', 'buangga', 'buanget', 'dgn', 'keluarga', 'presiden', 'anies', 'baswedan', 'dan', 'semua', 'hasil', 'karyanya', 'kelak', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['bapaknya', 'presiden', 'di', 'ke', 'number', 'anaknya', 'gen', 'yang', 'kemampuan', 'literasinya', 'tidak', 'kalah', 'dengan', 'abahnya', 'insyaa', 'allah', 'membuat', 'kita', 'sebagai', 'rakyat', 'indonesia', 'buangga', 'buanget', 'dengan', 'keluarga', 'presiden', 'anies', 'baswedan', 'dan', 'semua', 'hasil', 'karyanya', 'kelak', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['bapaknya', 'presiden', 'number', 'anaknya', 'gen', 'kemampuan', 'literasinya', 'kalah', 'abahnya', 'insyaa', 'allah', 'rakyat', 'indonesia', 'buangga', 'buanget', 'keluarga', 'presiden', 'anies', 'baswedan', 'hasil', 'karyanya', 'kelak', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];bapaknya presiden number anaknya gen kemampuan literasinya kalah abahnya insyaa allah rakyat indonesia buangga buanget keluarga presiden anies baswedan hasil karyanya kelak hashtag anies muhaimin 2024 hashtag hashtag anies muhaimin 2024 hashtag;bapak presiden number anak gen mampu literasinya kalah abah insyaa allah rakyat indonesia buangga buanget keluarga presiden anies baswedan hasil karya kelak hashtag anies muhaimin 2024 hashtag hashtag anies muhaimin 2024 hashtag
2699;*Ini di Palembang, BEGINI PILEG PILRES YG RIANG GEMBIR....????????? #AniesMuhaimin2024  #AniesMuhaimin2024 https://t.co/1ZYqwfzx97;0.0;ini di palembang allcaps begini pileg pilres yg riang gembir allcaps repeated hashtag anies muhaimin 2024 hashtag hashtag anies muhaimin 2024 hashtag co1zyqwfzx97;['ini', 'di', 'palembang', 'allcaps', 'begini', 'pileg', 'pilres', 'yg', 'riang', 'gembir', 'allcaps', 'repeated', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'co1zyqwfzx97'];['ini', 'di', 'palembang', 'allcaps', 'begini', 'pileg', 'pilres', 'yang', 'riang', 'gembir', 'allcaps', 'repeated', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'co1zyqwfzx97'];['palembang', 'allcaps', 'pileg', 'pilres', 'riang', 'gembir', 'allcaps', 'repeated', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'co1zyqwfzx97'];palembang allcaps pileg pilres riang gembir allcaps repeated hashtag anies muhaimin 2024 hashtag hashtag anies muhaimin 2024 hashtag co1zyqwfzx97;palembang allcaps pileg pilres riang gembir allcaps repeated hashtag anies muhaimin 2024 hashtag hashtag anies muhaimin 2024 hashtag co1zyqwfzx97
2700;"KEBULATAN TEKAD PONPES LIRBOYO Menjadi Acuan Bagi Ponpes Yg Lain , Bagi Warga NU &amp  Masyarakat Luas   #SemangatPerubahan  #AniesMuhaimin2024  https://t.co/VU9EC4Ax8w""";1.0;allcaps kebulatan tekad ponpes lirboyo allcaps menjadi acuan bagi ponpes yg lain bagi warga nu masyarakat luas hashtag semangat perubahan hashtag hashtag anies muhaimin 2024 hashtag covu9ec4ax8w;['allcaps', 'kebulatan', 'tekad', 'ponpes', 'lirboyo', 'allcaps', 'menjadi', 'acuan', 'bagi', 'ponpes', 'yg', 'lain', 'bagi', 'warga', 'nu', 'masyarakat', 'luas', 'hashtag', 'semangat', 'perubahan', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'covu9ec4ax8w'];['allcaps', 'kebulatan', 'tekad', 'ponpes', 'lirboyo', 'allcaps', 'menjadi', 'acuan', 'bagi', 'ponpes', 'yang', 'lain', 'bagi', 'warga', 'nu', 'masyarakat', 'luas', 'hashtag', 'semangat', 'perubahan', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'covu9ec4ax8w'];['allcaps', 'kebulatan', 'tekad', 'ponpes', 'lirboyo', 'allcaps', 'acuan', 'ponpes', 'warga', 'nu', 'masyarakat', 'luas', 'hashtag', 'semangat', 'perubahan', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'covu9ec4ax8w'];allcaps kebulatan tekad ponpes lirboyo allcaps acuan ponpes warga nu masyarakat luas hashtag semangat perubahan hashtag hashtag anies muhaimin 2024 hashtag covu9ec4ax8w;allcaps bulat tekad ponpes lirboyo allcaps acu ponpes warga nu masyarakat luas hashtag semangat ubah hashtag hashtag anies muhaimin 2024 hashtag covu9ec4ax8w
2701;Emang boleh se lucu ini.. Ngk bahaya ta? #AniesMuhaimin2024  Lihat video Bimantara ??! #TikTok https://t.co/VytHBhHuRy;0.0;emang boleh se lucu ini repeated ngk bahaya ta hashtag anies muhaimin 2024 hashtag lihat video bimantara repeated hashtag tik tok hashtag covythbhhury;['emang', 'boleh', 'se', 'lucu', 'ini', 'repeated', 'ngk', 'bahaya', 'ta', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'lihat', 'video', 'bimantara', 'repeated', 'hashtag', 'tik', 'tok', 'hashtag', 'covythbhhury'];['memang', 'boleh', 'se', 'lucu', 'ini', 'repeated', 'tidak', 'bahaya', 'ta', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'lihat', 'video', 'bimantara', 'repeated', 'hashtag', 'tik', 'saja', 'hashtag', 'covythbhhury'];['lucu', 'repeated', 'bahaya', 'ta', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'lihat', 'video', 'bimantara', 'repeated', 'hashtag', 'tik', 'hashtag', 'covythbhhury'];lucu repeated bahaya ta hashtag anies muhaimin 2024 hashtag lihat video bimantara repeated hashtag tik hashtag covythbhhury;lucu repeated bahaya ta hashtag anies muhaimin 2024 hashtag lihat video bimantara repeated hashtag tik hashtag covythbhhury
2702;Kasihan ngeliatnya terlalu berat beban yang ada dipundak mas    Beliau itu anak Presiden kita, janganlah diberi beban yang memberatkan beliau, jadi Wakil Presiden itu berat.  Meneruskan Legacy Jokowi sangat berat, hanya #AniesMuhaimin2024 yang Inshaa Allah mampu. ?? https://t.co/jOTkuZGiIq;0.0;kasihan ngeliatnya terlalu berat beban yang ada dipundak mas beliau itu anak presiden kita janganlah diberi beban yang memberatkan beliau jadi wakil presiden itu berat meneruskan legacy jokowi sangat berat hanya hashtag anies muhaimin 2024 hashtag yang inshaa allah mampu repeated cojotkuzgiiq;['kasihan', 'ngeliatnya', 'terlalu', 'berat', 'beban', 'yang', 'ada', 'dipundak', 'mas', 'beliau', 'itu', 'anak', 'presiden', 'kita', 'janganlah', 'diberi', 'beban', 'yang', 'memberatkan', 'beliau', 'jadi', 'wakil', 'presiden', 'itu', 'berat', 'meneruskan', 'legacy', 'jokowi', 'sangat', 'berat', 'hanya', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'yang', 'inshaa', 'allah', 'mampu', 'repeated', 'cojotkuzgiiq'];['kasihan', 'ngeliatnya', 'terlalu', 'berat', 'beban', 'yang', 'ada', 'dipundak', 'mas', 'beliau', 'itu', 'anak', 'presiden', 'kita', 'janganlah', 'diberi', 'beban', 'yang', 'memberatkan', 'beliau', 'jadi', 'wakil', 'presiden', 'itu', 'berat', 'meneruskan', 'legacy', 'jokowi', 'sangat', 'berat', 'hanya', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'yang', 'inshaa', 'allah', 'mampu', 'repeated', 'cojotkuzgiiq'];['kasihan', 'ngeliatnya', 'berat', 'beban', 'dipundak', 'mas', 'beliau', 'anak', 'presiden', 'beban', 'memberatkan', 'beliau', 'wakil', 'presiden', 'berat', 'meneruskan', 'legacy', 'jokowi', 'berat', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'inshaa', 'allah', 'repeated', 'cojotkuzgiiq'];kasihan ngeliatnya berat beban dipundak mas beliau anak presiden beban memberatkan beliau wakil presiden berat meneruskan legacy jokowi berat hashtag anies muhaimin 2024 hashtag inshaa allah repeated cojotkuzgiiq;kasihan ngeliatnya berat beban pundak mas beliau anak presiden beban berat beliau wakil presiden berat terus legacy jokowi berat hashtag anies muhaimin 2024 hashtag inshaa allah repeated cojotkuzgiiq
2703;Apapun narasi mu, sudah kumantapkan pilihanku, 1 Yg Terbaik AMIN. ??  #AniesMuhaimin2024 #AMINAjaDulu #14Februari24AMIN #AniesPresiden2024 https://t.co/FoIXAvDTDH;1.0;apapun narasi mu sudah kumantapkan pilihanku number yg terbaik allcaps amin allcaps repeated hashtag anies muhaimin 2024 hashtag hashtag amin aja dulu hashtag hashtag 14 februari hashtag time in hashtag anies presiden 2024 hashtag cofoixavdtdh;['apapun', 'narasi', 'mu', 'sudah', 'kumantapkan', 'pilihanku', 'number', 'yg', 'terbaik', 'allcaps', 'amin', 'allcaps', 'repeated', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'amin', 'aja', 'dulu', 'hashtag', 'hashtag', '14', 'februari', 'hashtag', 'time', 'in', 'hashtag', 'anies', 'presiden', '2024', 'hashtag', 'cofoixavdtdh'];['apapun', 'narasi', 'mu', 'sudah', 'kumantapkan', 'pilihanku', 'number', 'yang', 'terbaik', 'allcaps', 'semoga', 'allcaps', 'repeated', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'semoga', 'saja', 'dulu', 'hashtag', 'hashtag', '14', 'februari', 'hashtag', 'time', 'in', 'hashtag', 'anies', 'presiden', '2024', 'hashtag', 'cofoixavdtdh'];['apapun', 'narasi', 'mu', 'kumantapkan', 'pilihanku', 'number', 'terbaik', 'allcaps', 'semoga', 'allcaps', 'repeated', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'semoga', 'hashtag', 'hashtag', '14', 'februari', 'hashtag', 'time', 'in', 'hashtag', 'anies', 'presiden', '2024', 'hashtag', 'cofoixavdtdh'];apapun narasi mu kumantapkan pilihanku number terbaik allcaps semoga allcaps repeated hashtag anies muhaimin 2024 hashtag hashtag semoga hashtag hashtag 14 februari hashtag time in hashtag anies presiden 2024 hashtag cofoixavdtdh;apa narasi mu mantap pilih number baik allcaps moga allcaps repeated hashtag anies muhaimin 2024 hashtag hashtag moga hashtag hashtag 14 februari hashtag time in hashtag anies presiden 2024 hashtag cofoixavdtdh
2704; Masya Allah...  Bismillaahirrohmaanirrohiim Hasbunallaah Wani'mal Wakiil Ni'mal Mawla Wani'mannashiir #AniesMuhaimin2024 #AniesMuhaimin2024;0.0;masya allah repeated bismillaahirrohmaanirrohiim hasbunallaah wani mal wakiil ni mal mawla wani mannashiir hashtag anies muhaimin 2024 hashtag hashtag anies muhaimin 2024 hashtag;['masya', 'allah', 'repeated', 'bismillaahirrohmaanirrohiim', 'hasbunallaah', 'wani', 'mal', 'wakiil', 'ni', 'mal', 'mawla', 'wani', 'mannashiir', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['masya', 'allah', 'repeated', 'bismillaahirrohmaanirrohiim', 'hasbunallaah', 'wani', 'mal', 'wakiil', 'ini', 'mal', 'mawla', 'wani', 'mannashiir', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['masya', 'allah', 'repeated', 'bismillaahirrohmaanirrohiim', 'hasbunallaah', 'wani', 'mal', 'wakiil', 'mal', 'mawla', 'wani', 'mannashiir', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];masya allah repeated bismillaahirrohmaanirrohiim hasbunallaah wani mal wakiil mal mawla wani mannashiir hashtag anies muhaimin 2024 hashtag hashtag anies muhaimin 2024 hashtag;masya allah repeated bismillaahirrohmaanirrohiim hasbunallaah wani mal wakiil mal mawla wani mannashiir hashtag anies muhaimin 2024 hashtag hashtag anies muhaimin 2024 hashtag
2705; JATAH? emangnya NASI BUNGKUS udah deh doain aja pak Anies Baswedan jadi presiden. Ammin #AniesMuhaimin2024  #AniesPresiden2024;0.0;allcaps jatah allcaps emangnya allcaps nasi bungkus allcaps udah deh doain aja pak anies baswedan jadi presiden ammin hashtag anies muhaimin 2024 hashtag hashtag anies presiden 2024 hashtag;['allcaps', 'jatah', 'allcaps', 'emangnya', 'allcaps', 'nasi', 'bungkus', 'allcaps', 'udah', 'deh', 'doain', 'aja', 'pak', 'anies', 'baswedan', 'jadi', 'presiden', 'ammin', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'anies', 'presiden', '2024', 'hashtag'];['allcaps', 'jatah', 'allcaps', 'emangnya', 'allcaps', 'nasi', 'bungkus', 'allcaps', 'sudah', 'deh', 'doain', 'saja', 'pak', 'anies', 'baswedan', 'jadi', 'presiden', 'ammin', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'anies', 'presiden', '2024', 'hashtag'];['allcaps', 'jatah', 'allcaps', 'emangnya', 'allcaps', 'nasi', 'bungkus', 'allcaps', 'deh', 'doain', 'anies', 'baswedan', 'presiden', 'ammin', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'anies', 'presiden', '2024', 'hashtag'];allcaps jatah allcaps emangnya allcaps nasi bungkus allcaps deh doain anies baswedan presiden ammin hashtag anies muhaimin 2024 hashtag hashtag anies presiden 2024 hashtag;allcaps jatah allcaps emang allcaps nasi bungkus allcaps deh doain anies baswedan presiden ammin hashtag anies muhaimin 2024 hashtag hashtag anies presiden 2024 hashtag
2706;Bismillah ? #AMINAjaDulu #AniesMuhaimin2024;1.0;bismillah hashtag amin aja dulu hashtag hashtag anies muhaimin 2024 hashtag;['bismillah', 'hashtag', 'amin', 'aja', 'dulu', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['bismillah', 'hashtag', 'semoga', 'saja', 'dulu', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['bismillah', 'hashtag', 'semoga', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];bismillah hashtag semoga hashtag hashtag anies muhaimin 2024 hashtag;bismillah hashtag moga hashtag hashtag anies muhaimin 2024 hashtag
2707;Komentarin Pilpres berdasarkan perspektif pribadi boleh kaliiii....  #PemiluDamai2024 #jangangolput #GanjarMahfud #AniesMuhaimin2024 #PrabowoArogan;0.0;komentarin pilpres berdasarkan perspektif pribadi boleh kali elongated repeated hashtag pemilu damai 2024 hashtag hashtag jangan gol put hashtag hashtag ganjar mahfud hashtag hashtag anies muhaimin 2024 hashtag hashtag prabowo arogan hashtag;['komentarin', 'pilpres', 'berdasarkan', 'perspektif', 'pribadi', 'boleh', 'kali', 'elongated', 'repeated', 'hashtag', 'pemilu', 'damai', '2024', 'hashtag', 'hashtag', 'jangan', 'gol', 'put', 'hashtag', 'hashtag', 'ganjar', 'mahfud', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'prabowo', 'arogan', 'hashtag'];['komentarin', 'pilpres', 'berdasarkan', 'perspektif', 'pribadi', 'boleh', 'kali', 'elongated', 'repeated', 'hashtag', 'pemilu', 'damai', '2024', 'hashtag', 'hashtag', 'jangan', 'gol', 'put', 'hashtag', 'hashtag', 'ganjar', 'mahfud', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'prabowo', 'arogan', 'hashtag'];['komentarin', 'pilpres', 'berdasarkan', 'perspektif', 'pribadi', 'kali', 'elongated', 'repeated', 'hashtag', 'pemilu', 'damai', '2024', 'hashtag', 'hashtag', 'gol', 'put', 'hashtag', 'hashtag', 'ganjar', 'mahfud', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'prabowo', 'arogan', 'hashtag'];komentarin pilpres berdasarkan perspektif pribadi kali elongated repeated hashtag pemilu damai 2024 hashtag hashtag gol put hashtag hashtag ganjar mahfud hashtag hashtag anies muhaimin 2024 hashtag hashtag prabowo arogan hashtag;komentarin pilpres dasar perspektif pribadi kali elongated repeated hashtag milu damai 2024 hashtag hashtag gol put hashtag hashtag ganjar mahfud hashtag hashtag anies muhaimin 2024 hashtag hashtag prabowo arogan hashtag
2708; Jelas bobot bibit bebet nya  #aniesbaswedan #AniesMuhaimin2024;0.0;jelas bobot bibit bebet nya hashtag an esb as we dan hashtag hashtag anies muhaimin 2024 hashtag;['jelas', 'bobot', 'bibit', 'bebet', 'nya', 'hashtag', 'an', 'esb', 'as', 'we', 'dan', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['jelas', 'bobot', 'bibit', 'bebet', 'nya', 'hashtag', 'an', 'esb', 'as', 'we', 'dan', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['bobot', 'bibit', 'bebet', 'nya', 'hashtag', 'an', 'esb', 'as', 'we', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];bobot bibit bebet nya hashtag an esb as we hashtag hashtag anies muhaimin 2024 hashtag;bobot bibit bebet nya hashtag an esb as we hashtag hashtag anies muhaimin 2024 hashtag
2709; Justru kami bersyukur di reshuffle, sehingga bisa jadi godbener jakarta dan sekarg jadi Capres, yg Insya Allah  #AniesMuhaimin2024;0.0;justru kami bersyukur di reshuffle sehingga bisa jadi godbener jakarta dan sekarg jadi capres yg insya allah hashtag anies muhaimin 2024 hashtag;['justru', 'kami', 'bersyukur', 'di', 'reshuffle', 'sehingga', 'bisa', 'jadi', 'godbener', 'jakarta', 'dan', 'sekarg', 'jadi', 'capres', 'yg', 'insya', 'allah', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['justru', 'kami', 'bersyukur', 'di', 'reshuffle', 'sehingga', 'bisa', 'jadi', 'godbener', 'jakarta', 'dan', 'sekarg', 'jadi', 'capres', 'yang', 'insya', 'allah', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['bersyukur', 'reshuffle', 'godbener', 'jakarta', 'sekarg', 'capres', 'insya', 'allah', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];bersyukur reshuffle godbener jakarta sekarg capres insya allah hashtag anies muhaimin 2024 hashtag;syukur reshuffle godbener jakarta sekarg capres insya allah hashtag anies muhaimin 2024 hashtag
2710;  InsyaAllah  #AniesMuhaimin2024;0.0;insyaallah hashtag anies muhaimin 2024 hashtag;['insyaallah', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['insyaallah', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];['insyaallah', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag'];insyaallah hashtag anies muhaimin 2024 hashtag;insyaallah hashtag anies muhaimin 2024 hashtag
2711;otak bocah emang blm nyampe ilmu nya,jgn songong dek,,lu jdi ketua psi aja bangga bgt,itu jga karna lu anak presiden aja bsa dapet jalur khusus, . . #Kaesang #StrikeForGaza  Mega #miftah Ndasmu ijazah #samsul #JulidFiSabilillah #AniesMuhaimin2024 #AMINAjaDulu #scoopy #dinasti https://t.co/YiatRSAAu0;-1.0;otak bocah emang blm nyampe ilmu nya jgn songong dek lu jdi ketua psi aja bangga bgt itu jga karna lu anak presiden aja bsa dapet jalur khusus hashtag kaesang hashtag hashtag strike for gaza hashtag mega hashtag miftah hashtag ndasmu ijazah hashtag samsul hashtag hashtag julid fi sabilillah hashtag hashtag anies muhaimin 2024 hashtag hashtag amin aja dulu hashtag hashtag scoopy hashtag hashtag dinas hashtag coyiatrsaau0;['otak', 'bocah', 'emang', 'blm', 'nyampe', 'ilmu', 'nya', 'jgn', 'songong', 'dek', 'lu', 'jdi', 'ketua', 'psi', 'aja', 'bangga', 'bgt', 'itu', 'jga', 'karna', 'lu', 'anak', 'presiden', 'aja', 'bsa', 'dapet', 'jalur', 'khusus', 'hashtag', 'kaesang', 'hashtag', 'hashtag', 'strike', 'for', 'gaza', 'hashtag', 'mega', 'hashtag', 'miftah', 'hashtag', 'ndasmu', 'ijazah', 'hashtag', 'samsul', 'hashtag', 'hashtag', 'julid', 'fi', 'sabilillah', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'amin', 'aja', 'dulu', 'hashtag', 'hashtag', 'scoopy', 'hashtag', 'hashtag', 'dinas', 'hashtag', 'coyiatrsaau0'];['otak', 'bocah', 'memang', 'belum', 'nyampe', 'ilmu', 'nya', 'jangan', 'songong', 'dek', 'kamu', 'jadi', 'ketua', 'psi', 'saja', 'bangga', 'banget', 'itu', 'juga', 'karena', 'kamu', 'anak', 'presiden', 'saja', 'bisa', 'mendapat', 'jalur', 'khusus', 'hashtag', 'kaesang', 'hashtag', 'hashtag', 'strike', 'for', 'gaza', 'hashtag', 'mega', 'hashtag', 'miftah', 'hashtag', 'ndasmu', 'ijazah', 'hashtag', 'samsul', 'hashtag', 'hashtag', 'julid', 'fi', 'sabilillah', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'semoga', 'saja', 'dulu', 'hashtag', 'hashtag', 'scoopy', 'hashtag', 'hashtag', 'dinas', 'hashtag', 'coyiatrsaau0'];['otak', 'bocah', 'nyampe', 'ilmu', 'nya', 'songong', 'dek', 'ketua', 'psi', 'bangga', 'banget', 'anak', 'presiden', 'jalur', 'khusus', 'hashtag', 'kaesang', 'hashtag', 'hashtag', 'strike', 'for', 'gaza', 'hashtag', 'mega', 'hashtag', 'miftah', 'hashtag', 'ndasmu', 'ijazah', 'hashtag', 'samsul', 'hashtag', 'hashtag', 'julid', 'fi', 'sabilillah', 'hashtag', 'hashtag', 'anies', 'muhaimin', '2024', 'hashtag', 'hashtag', 'semoga', 'hashtag', 'hashtag', 'scoopy', 'hashtag', 'hashtag', 'dinas', 'hashtag', 'coyiatrsaau0'];otak bocah nyampe ilmu nya songong dek ketua psi bangga banget anak presiden jalur khusus hashtag kaesang hashtag hashtag strike for gaza hashtag mega hashtag miftah hashtag ndasmu ijazah hashtag samsul hashtag hashtag julid fi sabilillah hashtag hashtag anies muhaimin 2024 hashtag hashtag semoga hashtag hashtag scoopy hashtag hashtag dinas hashtag coyiatrsaau0;otak bocah nyampe ilmu nya songong dek ketua psi bangga banget anak presiden jalur khusus hashtag kaesang hashtag hashtag strike for gaza hashtag mega hashtag miftah hashtag ndasmu ijazah hashtag samsul hashtag hashtag julid fi sabilillah hashtag hashtag anies muhaimin 2024 hashtag hashtag moga hashtag hashtag scoopy hashtag hashtag dinas hashtag coyiatrsaau0
